Car_ID,Brand,Model_Name,Category,Engine_CC,Max_Power_bhp,Max_Torque_Nm,Top_Speed_kmph,Mileage_kmpl,Seats,Price_INR_Lakh,Country_Origin,Fuel_Type,Transmission,Launch_Year,ABS,Popular_in_India,Description
C0166,Toyota,GT 350,Convertible,4000,399.1,415.0,254,7.1,7,243.02,Sweden,Diesel,Manual,2010,No,Yes,Convertible for open-air drive
C0167,Volvo,Neo 450,Coupe,0,384.6,345.4,144,,6,181.25,USA,Electric,CVT,2018,No,No,Sporty coupe with style
C0168,MG,S 300,Hatchback,1200,78.8,98.2,174,17.9,7,15.83,India,Petrol,Automatic,2021,Yes,Yes,Compact city-friendly hatchback
C0169,Jaguar,S 450,MUV,1500,128.0,137.7,167,19.9,5,55.58,Germany,Petrol,Manual,2006,No,Yes,Multi-purpose vehicle for family
C0170,Mahindra,Alpha 550,MUV,2500,329.2,329.8,194,9.2,2,43.7,India,Petrol,Manual,2023,No,Yes,Multi-purpose vehicle for family
C0171,Jaguar,GT 249,Hatchback,1300,104.5,130.7,194,16.1,2,26.42,Germany,Hybrid,Automatic,2013,Yes,No,Compact city-friendly hatchback
C0172,Audi,E 450,MUV,3000,273.4,323.9,174,12.4,6,88.79,Germany,Diesel,Manual,2021,No,No,Multi-purpose vehicle for family
C0173,Volkswagen,Alpha 350,Sedan,1200,91.9,103.8,182,22.0,4,28.36,USA,Petrol,Automatic,2020,No,Yes,Comfortable family sedan
C0174,Jaguar,Turbo 250,SUV,2200,318.2,380.9,166,8.3,6,99.35,Germany,Diesel,Manual,2019,Yes,No,Spacious SUV for all terrains
C0175,Kia,GT 100,Electric,0,359.8,463.0,131,,5,91.0,India,Electric,Automatic,2007,No,Yes,Electric car with zero emissions
C0176,Ford,S 400,Coupe,1600,111.5,123.6,212,12.0,6,114.78,Japan,Diesel,CVT,2005,Yes,No,Sporty coupe with style
C0177,Kia,GT 450,SUV,1500,126.5,124.1,200,14.9,4,54.65,India,Petrol,Manual,2007,Yes,Yes,Spacious SUV for all terrains
C0178,Toyota,E 700,MUV,2000,175.2,197.0,196,16.9,7,53.34,Sweden,Diesel,Manual,2017,No,No,Multi-purpose vehicle for family
C0179,Kia,Turbo 300,Sedan,1500,117.7,144.0,178,14.3,5,21.17,India,Diesel,CVT,2011,Yes,Yes,Comfortable family sedan
C0180,Hyundai,Turbo 550,MUV,2000,149.7,166.8,203,15.1,5,31.45,India,Diesel,Manual,2015,Yes,Yes,Multi-purpose vehicle for family
C0181,Nissan,Turbo 400,Sedan,1800,177.3,206.2,141,14.7,6,15.91,USA,Diesel,Manual,2021,No,No,Comfortable family sedan
C0182,Ford,Turbo 650,Hatchback,1500,97.6,123.3,145,16.1,6,19.65,Japan,Diesel,Automatic,2023,Yes,Yes,Compact city-friendly hatchback
C0183,Toyota (India),X 200,Hatchback,1400,95.8,144.5,143,14.5,2,20.17,India,Petrol,Manual,2005,Yes,Yes,Compact city-friendly hatchback
C0184,Volkswagen,Alpha 500,Electric,0,330.6,416.2,141,,2,70.27,USA,Electric,Automatic,2005,No,No,Electric car with zero emissions
C0185,Tata,Z 650,Sedan,1200,84.9,105.3,143,20.0,2,18.93,India,Hybrid,Automatic,2023,Yes,Yes,Comfortable family sedan
C0186,Porsche,Z 400,Hatchback,0,83.9,213.8,166,,2,19.11,Sweden,Electric,Manual,2022,No,Yes,Compact city-friendly hatchback
C0187,Audi,Neo 100,Sedan,1600,96.0,146.9,143,13.4,6,74.79,Germany,Petrol,Manual,2014,No,Yes,Comfortable family sedan
C0188,Toyota,Turbo 100,Sedan,1600,127.0,129.7,163,16.7,7,70.56,Sweden,Diesel,CVT,2012,Yes,Yes,Comfortable family sedan
C0189,Toyota (India),Z 400,SUV,3000,331.6,391.2,160,13.3,5,86.38,India,Diesel,CVT,2008,Yes,Yes,Spacious SUV for all terrains
C0190,Volkswagen,Turbo 150,Electric,2146,214.0,385.8,253,10.9,2,112.93,USA,Petrol,CVT,2021,Yes,No,Electric car with zero emissions
C0191,Hyundai,GT 700,SUV,1800,137.5,211.1,210,15.6,4,61.18,India,Hybrid,Automatic,2007,Yes,Yes,Spacious SUV for all terrains
C0192,Mahindra,GT 700,Hatchback,1400,105.7,124.8,162,19.7,5,13.86,India,Petrol,Automatic,2008,Yes,Yes,Compact city-friendly hatchback
C0193,Mercedes,Turbo 669,MUV,1500,100.8,154.3,158,12.7,5,81.43,Germany,Diesel,Manual,2013,Yes,Yes,Multi-purpose vehicle for family
C0194,Jaguar,S 100,Sedan,1500,96.1,122.5,189,19.9,2,24.34,Germany,Petrol,CVT,2023,No,No,Comfortable family sedan
C0195,Tata,Turbo 450,Hatchback,1200,72.8,115.4,191,18.3,4,16.45,India,Diesel,Manual,2023,No,Yes,Compact city-friendly hatchback
C0196,Maruti,Neo 400,Sedan,1600,100.7,127.5,157,15.6,7,15.64,India,Petrol,CVT,2012,No,Yes,Comfortable family sedan
C0197,Jaguar,E 400,SUV,2200,220.6,255.9,227,9.7,6,52.95,Germany,Petrol,Automatic,2022,No,Yes,Spacious SUV for all terrains
C0198,BMW,Alpha 500,Hatchback,1200,70.9,114.3,157,15.6,4,24.49,Sweden,Petrol,Manual,2008,Yes,No,Compact city-friendly hatchback
C0199,Hyundai,E 677,MUV,3000,253.2,371.1,162,9.2,5,65.63,India,Hybrid,CVT,2023,Yes,Yes,Multi-purpose vehicle for family
C0200,Kia,E 306,SUV,2200,281.3,251.6,164,8.6,7,55.99,India,Petrol,Manual,2020,Yes,Yes,Spacious SUV for all terrains
C0201,Kia,S 350,Sedan,1600,93.0,125.9,185,19.3,2,25.03,India,Petrol,Automatic,2016,No,Yes,Comfortable family sedan
C0202,Mercedes,Alpha 200,Sedan,1800,167.5,217.6,181,12.5,4,68.75,Germany,Hybrid,Automatic,2023,Yes,Yes,Comfortable family sedan
C0203,MG,Neo 200,MUV,3000,327.6,358.7,212,8.2,4,66.64,India,Hybrid,CVT,2025,Yes,Yes,Multi-purpose vehicle for family
C0204,Audi,S 350,MUV,2500,225.2,379.4,151,13.8,2,136.43,Germany,Petrol,Automatic,2013,Yes,Yes,Multi-purpose vehicle for family
C0205,BMW,S 700,MUV,1500,109.3,149.3,161,19.1,2,114.6,Sweden,Diesel,Automatic,2020,Yes,Yes,Multi-purpose vehicle for family
C0206,Hyundai,X 400,Sedan,1200,72.2,95.1,164,16.6,5,17.65,India,Petrol,Manual,2024,No,Yes,Comfortable family sedan
C0207,MG,Alpha 250,Coupe,1400,95.1,128.2,224,15.3,7,105.89,India,Petrol,CVT,2013,No,Yes,Sporty coupe with style
C0208,Mahindra,Z 753,Hatchback,1400,97.7,134.4,167,12.7,4,19.8,India,Diesel,Automatic,2008,Yes,Yes,Compact city-friendly hatchback
C0209,Mercedes,Turbo 350,Electric,0,117.0,435.5,180,,2,164.7,Germany,Electric,Automatic,2025,No,Yes,Electric car with zero emissions
C0210,MG,X 400,SUV,2200,239.5,370.7,232,8.4,7,29.91,India,Petrol,Automatic,2018,Yes,Yes,Spacious SUV for all terrains
C0211,Porsche,Neo 200,SUV,2200,285.9,262.4,198,8.6,7,49.1,Sweden,Diesel,CVT,2009,Yes,No,Spacious SUV for all terrains
C0212,MG,E 650,Electric,0,120.4,327.0,175,,4,33.0,India,Electric,CVT,2024,No,Yes,Electric car with zero emissions
C0213,Tata,S 400,Hatchback,1500,106.3,131.0,169,19.3,7,17.44,India,Diesel,CVT,2021,No,Yes,Compact city-friendly hatchback
C0214,Kia,Neo 100,Hatchback,1000,97.7,106.9,146,22.9,5,18.04,India,Diesel,Automatic,2017,No,Yes,Compact city-friendly hatchback
C0215,MG,X 350,Sedan,2000,160.8,184.1,165,17.1,6,33.05,India,Petrol,Manual,2013,No,Yes,Comfortable family sedan
C0216,Mercedes,S 250,Sedan,0,354.6,405.5,149,,6,18.25,Germany,Electric,CVT,2015,No,No,Comfortable family sedan
C0217,Volvo,X 200,Sedan,0,317.1,427.8,167,,2,16.39,USA,Electric,Manual,2014,No,Yes,Comfortable family sedan
C0218,Honda (India),Neo 500,Electric,0,98.4,209.9,126,,4,54.0,India,Electric,CVT,2013,No,Yes,Electric car with zero emissions
C0219,Ford,X 200,Coupe,1400,102.1,139.6,257,13.4,5,170.06,Japan,Petrol,Manual,2007,No,Yes,Sporty coupe with style
C0220,Honda (India),GT 550,Electric,0,296.9,280.7,172,,2,73.0,India,Electric,Manual,2020,Yes,Yes,Electric car with zero emissions
C0221,Maruti,Alpha 600,Sedan,1600,125.6,148.4,157,15.4,5,34.1,India,Diesel,Automatic,2011,No,Yes,Comfortable family sedan
C0222,Porsche,E 300,MUV,1500,90.4,160.0,187,16.5,6,110.07,Sweden,Petrol,Manual,2007,No,No,Multi-purpose vehicle for family
C0223,BMW,Alpha 300,Convertible,3000,228.3,313.1,230,14.3,5,331.37,Sweden,Hybrid,Automatic,2009,Yes,No,Convertible for open-air drive
C0224,Nissan,GT 300,SUV,2500,306.2,323.0,184,10.4,5,100.2,USA,Diesel,Automatic,2021,No,No,Spacious SUV for all terrains
C0225,Mahindra,Turbo 700,SUV,3000,321.3,357.3,183,14.6,5,75.71,India,Diesel,Manual,2012,No,Yes,Spacious SUV for all terrains
C0226,Audi,GT 200,Sedan,1800,171.1,188.2,195,15.1,6,24.01,Germany,Diesel,Manual,2021,No,No,Comfortable family sedan
C0227,Honda (India),X 450,Sedan,1800,128.6,211.7,151,16.2,5,31.39,India,Hybrid,Manual,2025,Yes,Yes,Comfortable family sedan
C0228,BMW,Z 482,Sedan,2000,165.9,189.4,188,16.2,6,37.66,Sweden,Diesel,Automatic,2020,No,Yes,Comfortable family sedan
C0229,Maruti,Alpha 200,Electric,0,249.9,205.4,120,,4,88.0,India,Electric,CVT,2012,No,Yes,Electric car with zero emissions
C0230,Mahindra,Neo 350,Sedan,1500,93.3,121.8,200,14.3,6,34.16,India,Diesel,Automatic,2009,No,Yes,Comfortable family sedan
C0231,Honda (India),Turbo 600,Hatchback,1400,91.0,129.0,148,13.7,2,14.4,India,Hybrid,Manual,2016,Yes,Yes,Compact city-friendly hatchback
C0232,BMW,X 300,MUV,1500,123.1,146.1,142,12.4,5,44.6,Sweden,Diesel,CVT,2020,Yes,Yes,Multi-purpose vehicle for family
C0233,Nissan,Z 700,Convertible,3000,293.4,346.1,253,13.8,2,98.92,USA,Diesel,Automatic,2008,No,Yes,Convertible for open-air drive
C0234,BMW,Neo 200,MUV,2500,305.5,273.2,145,11.8,2,72.39,Sweden,Hybrid,Manual,2005,Yes,No,Multi-purpose vehicle for family
C0235,Tata,Alpha 350,MUV,1500,135.2,145.8,198,19.9,2,39.17,India,Petrol,Manual,2010,Yes,Yes,Multi-purpose vehicle for family
C0236,Audi,Turbo 400,SUV,1500,90.5,125.5,242,13.4,2,148.54,Germany,Petrol,Automatic,2016,No,Yes,Spacious SUV for all terrains
C0237,Volvo,Neo 200,Sedan,1800,168.0,198.9,191,11.3,2,29.34,USA,Petrol,Manual,2018,No,No,Comfortable family sedan
C0238,Ford,E 500,MUV,2000,149.0,189.3,192,13.5,7,36.89,Japan,Diesel,CVT,2023,Yes,No,Multi-purpose vehicle for family
C0239,Porsche,GT 500,Convertible,4000,415.4,349.7,244,10.0,7,218.4,Sweden,Diesel,CVT,2006,Yes,No,Convertible for open-air drive
C0240,Volkswagen,Z 150,Electric,0,104.0,347.5,150,,7,122.91,USA,Electric,Manual,2012,No,No,Electric car with zero emissions
C0241,Volvo,Alpha 500,SUV,1500,132.8,137.9,175,19.8,7,25.36,USA,Diesel,CVT,2005,Yes,No,Spacious SUV for all terrains
C0242,Jaguar,Z 100,Sedan,1600,108.2,122.2,154,18.8,5,45.05,Germany,Diesel,Automatic,2019,Yes,Yes,Comfortable family sedan
C0243,Audi,Z 150,Sedan,1600,117.4,135.0,146,12.4,6,36.98,Germany,Diesel,CVT,2008,No,No,Comfortable family sedan
C0244,Ford,GT 450,Sedan,0,141.0,301.4,173,,7,21.58,Japan,Electric,CVT,2008,No,No,Comfortable family sedan
C0245,Maruti,E 493,SUV,2200,325.8,306.9,225,13.5,4,50.58,India,Petrol,Manual,2008,No,Yes,Spacious SUV for all terrains
C0246,Nissan,Z 314,Electric,2120,259.7,281.7,195,11.2,7,46.8,USA,Diesel,CVT,2014,No,No,Electric car with zero emissions
C0247,Mercedes,Alpha 400,Convertible,2000,178.9,199.0,222,14.0,7,250.38,Germany,Hybrid,Automatic,2020,No,No,Convertible for open-air drive
C0248,Maruti,Alpha 250,SUV,1800,123.2,163.4,194,16.0,5,49.76,India,Petrol,CVT,2009,Yes,Yes,Spacious SUV for all terrains
C0249,Jaguar,X 400,Hatchback,0,112.8,460.4,191,,6,12.84,Germany,Electric,CVT,2012,No,No,Compact city-friendly hatchback
C0250,Ford,Z 700,SUV,3000,246.9,319.4,161,13.2,4,97.59,Japan,Diesel,Automatic,2025,No,No,Spacious SUV for all terrains
C0251,Honda (India),Alpha 438,Sedan,1200,75.6,95.2,172,16.2,5,15.51,India,Petrol,CVT,2009,Yes,Yes,Comfortable family sedan
C0252,Volvo,GT 500,MUV,2000,175.7,195.8,220,14.9,5,103.37,USA,Petrol,CVT,2007,No,No,Multi-purpose vehicle for family
C0253,Tata,X 784,MUV,3000,213.8,259.8,167,12.6,7,50.66,India,Petrol,Manual,2021,No,Yes,Multi-purpose vehicle for family
C0254,Toyota,E 500,SUV,2500,337.8,263.9,165,12.8,6,107.52,Sweden,Hybrid,Manual,2013,No,Yes,Spacious SUV for all terrains
C0255,Porsche,Turbo 600,SUV,3000,228.9,312.5,172,9.2,4,168.77,Sweden,Petrol,Manual,2018,Yes,Yes,Spacious SUV for all terrains
C0256,Tata,Turbo 400,MUV,3000,307.5,226.8,149,8.4,7,77.05,India,Petrol,Manual,2012,No,Yes,Multi-purpose vehicle for family
C0257,Volvo,Alpha 550,Coupe,1400,109.5,124.7,200,17.1,2,134.76,USA,Petrol,Manual,2016,Yes,Yes,Sporty coupe with style
C0258,Tata,Alpha 600,Sedan,1800,143.7,199.6,170,11.3,7,20.56,India,Hybrid,Automatic,2014,Yes,Yes,Comfortable family sedan
C0259,Toyota,E 250,Electric,0,359.9,242.4,125,,7,15.21,Sweden,Electric,Automatic,2022,Yes,Yes,Electric car with zero emissions
C0260,Nissan,S 300,Electric,0,125.6,255.2,198,,7,54.88,USA,Electric,Manual,2006,No,No,Electric car with zero emissions
C0261,Tata,Neo 450,Sedan,2000,149.2,179.9,148,15.4,2,20.6,India,Petrol,CVT,2011,No,Yes,Comfortable family sedan
C0262,Audi,E 573,Coupe,1600,118.3,134.6,240,19.7,6,57.26,Germany,Petrol,Manual,2013,No,Yes,Sporty coupe with style
C0263,Volvo,X 550,Sedan,2000,126.5,198.7,145,16.7,2,35.32,USA,Petrol,CVT,2007,Yes,No,Comfortable family sedan
C0264,Ford,S 472,MUV,1500,117.6,141.7,209,15.8,5,91.43,Japan,Petrol,CVT,2009,No,No,Multi-purpose vehicle for family
C0265,Porsche,Neo 250,Hatchback,1500,124.2,150.3,148,15.6,6,21.15,Sweden,Petrol,Manual,2016,Yes,Yes,Compact city-friendly hatchback
C0266,Tata,Alpha 550,Sedan,1500,115.9,151.7,164,15.8,5,35.58,India,Petrol,Manual,2008,No,Yes,Comfortable family sedan
C0267,Jaguar,X 500,SUV,2200,254.8,337.6,169,11.6,5,156.03,Germany,Petrol,Automatic,2016,No,No,Spacious SUV for all terrains
C0268,Kia,Neo 450,SUV,2500,296.5,258.1,183,9.1,5,45.22,India,Petrol,Automatic,2008,No,Yes,Spacious SUV for all terrains
C0269,Honda (India),GT 300,SUV,2200,203.4,227.8,233,12.1,7,44.48,India,Diesel,Manual,2009,Yes,Yes,Spacious SUV for all terrains
C0270,MG,Z 400,SUV,2500,295.6,378.1,244,13.7,6,31.33,India,Petrol,CVT,2020,Yes,Yes,Spacious SUV for all terrains
C0271,Kia,Z 400,MUV,0,138.2,397.9,153,,5,25.0,India,Electric,CVT,2019,Yes,Yes,Multi-purpose vehicle for family
C0272,Ford,GT 550,Hatchback,1500,133.0,140.2,166,18.6,7,19.82,Japan,Petrol,CVT,2006,Yes,Yes,Compact city-friendly hatchback
C0273,Jaguar,Neo 700,MUV,0,328.0,394.8,186,,7,66.36,Germany,Electric,Manual,2018,Yes,No,Multi-purpose vehicle for family
C0274,Ford,Turbo 300,Sedan,0,370.5,451.2,193,,6,18.65,Japan,Electric,Automatic,2012,Yes,Yes,Comfortable family sedan
C0275,Honda (India),GT 400,Hatchback,1000,87.3,93.5,140,18.8,6,13.5,India,Diesel,Automatic,2016,Yes,Yes,Compact city-friendly hatchback
C0276,BMW,Alpha 550,Sedan,2000,141.9,176.5,183,13.2,4,40.04,Sweden,Diesel,Automatic,2016,No,Yes,Comfortable family sedan
C0277,Toyota,X 700,MUV,2000,171.3,199.6,169,13.6,6,148.91,Sweden,Petrol,CVT,2015,Yes,Yes,Multi-purpose vehicle for family
C0278,Tata,X 700,MUV,3000,213.2,267.4,187,8.6,7,40.39,India,Petrol,Automatic,2025,No,Yes,Multi-purpose vehicle for family
C0279,MG,X 344,Coupe,1600,132.5,157.2,266,14.3,7,42.23,India,Petrol,CVT,2012,Yes,Yes,Sporty coupe with style
C0280,Maruti,S 150,Electric,0,168.3,319.8,170,,4,59.0,India,Electric,CVT,2021,Yes,Yes,Electric car with zero emissions
C0281,Jaguar,Turbo 500,Sedan,0,372.8,304.4,155,,6,29.23,Germany,Electric,Manual,2017,Yes,Yes,Comfortable family sedan
C0282,Mahindra,E 700,SUV,2000,176.8,208.2,192,17.0,7,59.11,India,Diesel,Automatic,2020,Yes,Yes,Spacious SUV for all terrains
C0283,Volvo,X 650,Convertible,0,355.8,344.6,153,,4,62.16,USA,Electric,Manual,2015,No,No,Convertible for open-air drive
C0284,BMW,Z 300,Sedan,1600,93.8,157.3,170,14.5,4,39.57,Sweden,Petrol,CVT,2020,Yes,Yes,Comfortable family sedan
C0285,Honda (India),X 480,Sedan,0,347.6,306.8,133,,6,11.0,India,Electric,Manual,2024,Yes,Yes,Comfortable family sedan
C0286,Audi,Turbo 600,SUV,2500,330.3,308.3,225,10.0,6,93.57,Germany,Hybrid,CVT,2020,Yes,No,Spacious SUV for all terrains
C0287,MG,GT 500,SUV,2500,269.0,344.1,161,12.7,5,76.62,India,Petrol,Automatic,2024,No,Yes,Spacious SUV for all terrains
C0288,BMW,Z 838,Sedan,2000,140.6,171.0,167,11.7,4,41.02,Sweden,Petrol,Automatic,2023,Yes,No,Comfortable family sedan
C0289,BMW,Alpha 675,MUV,3000,229.4,364.0,159,11.3,7,38.2,Sweden,Diesel,CVT,2022,No,No,Multi-purpose vehicle for family
C0290,Hyundai,E 100,Sedan,1200,76.5,97.6,193,21.3,5,31.55,India,Diesel,Automatic,2016,No,Yes,Comfortable family sedan
C0291,Nissan,Neo 700,Hatchback,0,388.2,259.7,193,,5,20.09,USA,Electric,Manual,2016,No,No,Compact city-friendly hatchback
C0292,Volvo,S 150,Electric,0,171.7,389.5,138,,6,57.91,USA,Electric,Automatic,2025,No,No,Electric car with zero emissions
C0293,MG,Turbo 200,Sedan,1600,125.5,144.2,165,14.2,7,35.2,India,Petrol,Automatic,2021,No,Yes,Comfortable family sedan
C0294,MG,S 450,Electric,0,155.1,275.5,130,,6,34.0,India,Electric,Manual,2008,Yes,Yes,Electric car with zero emissions
C0295,Jaguar,GT 200,Hatchback,1500,128.2,123.3,156,16.9,4,23.71,Germany,Diesel,Automatic,2012,No,No,Compact city-friendly hatchback
C0296,Porsche,Neo 600,MUV,2500,329.1,278.5,200,11.3,4,140.43,Sweden,Petrol,Automatic,2022,Yes,No,Multi-purpose vehicle for family
C0297,Nissan,GT 350,SUV,2000,174.5,188.9,189,16.4,5,114.7,USA,Diesel,Manual,2005,Yes,No,Spacious SUV for all terrains
C0298,Mercedes,Turbo 400,SUV,2200,342.0,305.9,161,13.4,5,113.28,Germany,Petrol,CVT,2011,No,No,Spacious SUV for all terrains
C0299,Toyota (India),Turbo 250,Hatchback,1400,131.4,128.8,145,15.4,5,14.59,India,Diesel,CVT,2014,No,Yes,Compact city-friendly hatchback
C0300,Tata,S 300,Hatchback,1400,120.9,130.9,179,15.9,7,10.02,India,Petrol,Manual,2005,Yes,Yes,Compact city-friendly hatchback
C0301,BMW,GT 100,Hatchback,1000,77.0,94.5,171,17.2,6,20.69,Sweden,Petrol,Automatic,2006,No,Yes,Compact city-friendly hatchback
C0302,BMW,X 250,MUV,3000,227.2,381.2,172,13.7,4,105.39,Sweden,Petrol,CVT,2017,No,Yes,Multi-purpose vehicle for family
C0303,Volvo,Alpha 469,MUV,2000,148.4,200.9,179,17.5,7,54.2,USA,Petrol,CVT,2008,No,No,Multi-purpose vehicle for family
C0304,Hyundai,Turbo 700,Electric,0,116.1,389.9,161,,5,9.0,India,Electric,Manual,2023,Yes,Yes,Electric car with zero emissions
C0305,Toyota (India),X 350,Hatchback,1400,124.4,126.2,189,12.7,7,14.4,India,Petrol,CVT,2015,Yes,Yes,Compact city-friendly hatchback
C0306,Kia,E 650,MUV,2000,149.3,179.0,211,16.3,4,72.56,India,Diesel,Automatic,2005,No,Yes,Multi-purpose vehicle for family
C0307,Kia,S 500,Sedan,1800,153.5,192.6,171,11.5,6,24.43,India,Petrol,Automatic,2013,Yes,Yes,Comfortable family sedan
C0308,Kia,Z 350,SUV,0,253.3,336.2,184,,4,60.0,India,Electric,CVT,2005,No,Yes,Spacious SUV for all terrains
C0309,Tata,S 100,Convertible,4000,297.5,436.6,298,9.3,5,125.06,India,Diesel,Automatic,2008,Yes,Yes,Convertible for open-air drive
C0310,Kia,X 350,Hatchback,1000,84.6,93.0,176,21.4,7,15.26,India,Petrol,CVT,2023,No,Yes,Compact city-friendly hatchback
C0311,Toyota (India),Alpha 500,Coupe,1600,122.8,157.1,210,15.7,6,109.98,India,Petrol,CVT,2016,Yes,Yes,Sporty coupe with style
C0312,Hyundai,Z 250,MUV,0,104.9,264.8,186,,4,21.0,India,Electric,Manual,2022,No,Yes,Multi-purpose vehicle for family
C0313,Porsche,Turbo 500,Convertible,2000,153.5,193.5,295,10.8,6,226.49,Sweden,Diesel,CVT,2008,Yes,No,Convertible for open-air drive
C0314,Audi,Z 400,Convertible,4000,483.4,480.5,270,11.9,6,183.27,Germany,Diesel,CVT,2015,Yes,No,Convertible for open-air drive
C0315,Jaguar,Alpha 100,Electric,0,387.7,334.2,170,,7,16.93,Germany,Electric,Automatic,2005,Yes,No,Electric car with zero emissions
C0316,Mercedes,E 200,Electric,0,180.8,431.5,155,,7,141.63,Germany,Electric,CVT,2009,Yes,Yes,Electric car with zero emissions
C0317,Kia,S 650,Sedan,0,160.0,276.9,158,,6,10.0,India,Electric,CVT,2023,Yes,Yes,Comfortable family sedan
C0318,Audi,Z 650,MUV,1500,119.8,132.0,213,15.1,6,87.66,Germany,Petrol,Automatic,2018,Yes,No,Multi-purpose vehicle for family
C0319,Maruti,Neo 700,Coupe,1400,105.2,121.6,269,16.5,4,74.43,India,Diesel,Manual,2006,No,Yes,Sporty coupe with style
C0320,Porsche,Neo 500,Hatchback,1400,97.4,133.4,170,16.6,7,15.08,Sweden,Petrol,Automatic,2018,Yes,No,Compact city-friendly hatchback
C0321,Honda (India),S 523,SUV,1800,153.7,219.8,227,12.0,5,28.43,India,Diesel,Automatic,2023,Yes,Yes,Spacious SUV for all terrains
C0322,Nissan,Z 801,Sedan,1600,119.7,121.0,159,13.4,7,53.17,USA,Petrol,Automatic,2009,No,Yes,Comfortable family sedan
C0323,Toyota,X 350,Hatchback,1000,73.4,91.6,200,21.2,5,22.46,Sweden,Diesel,Manual,2008,No,No,Compact city-friendly hatchback
C0324,Honda (India),GT 100,MUV,2500,282.3,332.1,158,12.9,7,62.37,India,Petrol,CVT,2006,No,Yes,Multi-purpose vehicle for family
C0325,Mercedes,Turbo 250,Sedan,1600,92.7,146.2,140,12.5,2,47.34,Germany,Diesel,Automatic,2005,No,No,Comfortable family sedan
C0326,Ford,Alpha 350,SUV,2000,149.1,195.8,171,11.5,2,199.44,Japan,Diesel,CVT,2006,Yes,No,Spacious SUV for all terrains
C0327,Volkswagen,E 400,Sedan,1600,124.2,134.2,159,13.9,6,39.66,USA,Petrol,Automatic,2005,No,Yes,Comfortable family sedan
C0328,Kia,GT 250,Hatchback,1500,133.6,147.5,166,13.9,7,14.12,India,Petrol,Automatic,2015,No,Yes,Compact city-friendly hatchback
C0329,Kia,S 645,SUV,1800,171.8,178.5,250,17.2,7,38.79,India,Diesel,Manual,2010,No,Yes,Spacious SUV for all terrains
C0330,Mahindra,GT 292,Hatchback,0,126.6,208.8,160,,5,8.0,India,Electric,Automatic,2019,No,Yes,Compact city-friendly hatchback
C0331,Mahindra,GT 500,Hatchback,1500,120.8,144.2,179,13.8,5,11.77,India,Petrol,Manual,2007,No,Yes,Compact city-friendly hatchback
C0332,Volkswagen,S 200,MUV,3000,273.7,244.8,164,9.6,6,95.34,USA,Petrol,Automatic,2012,Yes,No,Multi-purpose vehicle for family
C0333,Volvo,X 500,Electric,0,184.0,337.3,151,,7,103.34,USA,Electric,Manual,2017,No,Yes,Electric car with zero emissions
