Car_ID,Brand,Model_Name,Category,Engine_CC,Max_Power_bhp,Max_Torque_Nm,Top_Speed_kmph,Mileage_kmpl,Seats,Price_INR_Lakh,Country_Origin,Fuel_Type,Transmission,Launch_Year,ABS,Popular_in_India,Description
C0334,Mahindra,X 250,SUV,0,93.6,498.8,186,,2,80.0,India,Electric,Automatic,2022,No,Yes,Spacious SUV for all terrains
C0335,Mercedes,Neo 150,SUV,0,327.6,285.8,141,,7,99.8,Germany,Electric,Manual,2009,No,No,Spacious SUV for all terrains
C0336,Porsche,GT 650,Hatchback,1500,96.8,136.5,168,12.2,6,26.96,Sweden,Diesel,Manual,2007,No,Yes,Compact city-friendly hatchback
C0337,Mahindra,X 700,Hatchback,1300,94.3,148.3,186,18.3,6,17.97,India,Diesel,Manual,2022,No,Yes,Compact city-friendly hatchback
C0338,MG,Alpha 650,Electric,0,291.0,245.0,138,,2,30.0,India,Electric,CVT,2018,No,Yes,Electric car with zero emissions
C0339,Volvo,Neo 519,Sedan,1500,138.0,120.1,188,14.0,7,48.51,USA,Petrol,Manual,2020,Yes,Yes,Comfortable family sedan
C0340,Volvo,Alpha 350,Hatchback,1200,96.5,98.3,180,20.6,5,10.83,USA,Diesel,CVT,2006,Yes,No,Compact city-friendly hatchback
C0341,Tata,X 886,Hatchback,1200,74.8,98.5,182,21.9,4,16.89,India,Petrol,CVT,2019,No,Yes,Compact city-friendly hatchback
C0342,Mercedes,Z 650,Sedan,0,342.5,427.5,190,,2,15.1,Germany,Electric,Manual,2013,No,No,Comfortable family sedan
C0343,Honda (India),GT 676,Coupe,1400,114.2,147.5,300,19.9,5,68.58,India,Petrol,Automatic,2021,No,Yes,Sporty coupe with style
C0344,Volkswagen,E 350,SUV,2200,321.2,379.1,189,13.0,2,44.5,USA,Diesel,CVT,2011,No,No,Spacious SUV for all terrains
C0345,Jaguar,X 200,MUV,2000,161.4,175.3,148,12.5,5,104.16,Germany,Petrol,Manual,2015,No,No,Multi-purpose vehicle for family
C0346,Honda (India),X 500,Sedan,1800,175.0,207.8,181,11.1,5,24.63,India,Petrol,CVT,2019,No,Yes,Comfortable family sedan
C0347,Mercedes,Turbo 200,SUV,2500,280.4,257.5,247,10.3,5,75.97,Germany,Diesel,Manual,2017,Yes,No,Spacious SUV for all terrains
C0348,Mahindra,E 450,Electric,0,305.7,294.3,124,,2,42.0,India,Electric,Automatic,2020,Yes,Yes,Electric car with zero emissions
C0349,Mercedes,Alpha 700,Sedan,1200,81.2,91.1,152,24.1,4,49.86,Germany,Petrol,CVT,2011,No,No,Comfortable family sedan
C0350,Audi,X 600,Hatchback,0,343.1,481.4,136,,6,12.69,Germany,Electric,Automatic,2021,Yes,Yes,Compact city-friendly hatchback
C0351,Tata,E 250,Sedan,0,113.0,429.9,159,,5,8.0,India,Electric,CVT,2025,Yes,Yes,Comfortable family sedan
C0352,Honda (India),E 500,Sedan,1800,160.3,176.4,150,12.2,7,25.4,India,Diesel,CVT,2008,Yes,Yes,Comfortable family sedan
C0353,Audi,S 400,Sedan,1600,118.7,126.9,159,16.9,6,37.27,Germany,Hybrid,Manual,2006,Yes,Yes,Comfortable family sedan
C0354,Ford,S 700,Hatchback,1500,121.5,147.6,168,16.9,7,16.33,Japan,Diesel,CVT,2007,No,No,Compact city-friendly hatchback
C0355,Volvo,S 450,Hatchback,1400,113.5,157.9,149,18.9,5,20.02,USA,Petrol,Manual,2015,No,No,Compact city-friendly hatchback
C0356,Mahindra,Alpha 500,Sedan,1500,104.1,133.9,176,13.0,2,18.87,India,Petrol,CVT,2015,Yes,Yes,Comfortable family sedan
C0357,Volvo,Z 200,SUV,2500,236.6,248.6,221,10.7,6,95.42,USA,Petrol,Automatic,2023,No,No,Spacious SUV for all terrains
C0358,Tata,Turbo 606,MUV,3000,217.1,327.3,181,11.9,6,83.69,India,Diesel,Automatic,2007,Yes,Yes,Multi-purpose vehicle for family
C0359,Hyundai,Turbo 691,Hatchback,0,363.9,471.0,120,,4,6.0,India,Electric,CVT,2019,No,Yes,Compact city-friendly hatchback
C0360,Volvo,Alpha 100,Hatchback,1300,105.0,151.8,183,14.4,7,28.96,USA,Diesel,Manual,2005,No,No,Compact city-friendly hatchback
C0361,Toyota,Z 600,Electric,3293,455.2,371.8,192,11.2,5,86.9,Sweden,Petrol,CVT,2017,No,Yes,Electric car with zero emissions
C0362,MG,Turbo 186,SUV,2200,326.5,284.9,213,9.1,2,34.76,India,Petrol,Manual,2009,No,Yes,Spacious SUV for all terrains
C0363,Kia,Z 534,Coupe,3000,334.0,345.2,254,12.4,6,101.23,India,Petrol,CVT,2017,No,Yes,Sporty coupe with style
C0364,Maruti,E 150,SUV,0,155.8,350.5,172,,2,58.0,India,Electric,Manual,2023,No,Yes,Spacious SUV for all terrains
C0365,Volkswagen,S 748,Electric,0,313.7,357.9,155,,7,122.19,USA,Electric,CVT,2007,Yes,No,Electric car with zero emissions
C0366,Jaguar,X 650,MUV,1500,135.2,141.4,141,15.8,6,121.21,Germany,Petrol,Automatic,2016,No,Yes,Multi-purpose vehicle for family
C0367,Mercedes,Alpha 300,MUV,1500,121.5,143.1,213,12.4,6,84.16,Germany,Diesel,Automatic,2007,Yes,No,Multi-purpose vehicle for family
C0368,Kia,Z 450,Coupe,2000,120.9,166.7,222,17.3,5,125.42,India,Petrol,Automatic,2010,No,Yes,Sporty coupe with style
C0369,MG,Z 600,MUV,0,189.7,225.3,138,,6,53.0,India,Electric,Manual,2018,No,Yes,Multi-purpose vehicle for family
C0370,Volvo,Turbo 450,MUV,2500,208.1,267.6,154,8.4,7,83.99,USA,Petrol,CVT,2012,No,No,Multi-purpose vehicle for family
C0371,BMW,Turbo 550,Hatchback,0,83.8,478.2,177,,2,16.4,Sweden,Electric,CVT,2008,No,No,Compact city-friendly hatchback
C0372,BMW,X 600,Sedan,1200,77.7,107.5,169,22.7,7,39.97,Sweden,Petrol,Manual,2015,Yes,Yes,Comfortable family sedan
C0373,Maruti,X 550,MUV,1500,116.3,147.4,184,13.8,2,39.02,India,Petrol,Manual,2024,Yes,Yes,Multi-purpose vehicle for family
C0374,Honda (India),GT 401,Electric,0,306.6,236.0,197,,7,24.0,India,Electric,Automatic,2010,Yes,Yes,Electric car with zero emissions
C0375,Volvo,E 100,Convertible,4000,480.7,355.3,254,10.2,2,268.8,USA,Petrol,Manual,2013,Yes,Yes,Convertible for open-air drive
C0376,BMW,Turbo 250,Electric,0,221.0,347.5,145,,6,141.87,Sweden,Electric,CVT,2008,Yes,No,Electric car with zero emissions
C0377,Mahindra,X 100,Electric,0,113.1,221.9,193,,2,40.0,India,Electric,Automatic,2020,Yes,Yes,Electric car with zero emissions
C0378,Ford,Neo 150,Sedan,1800,154.5,190.9,200,16.2,7,55.1,Japan,Diesel,Manual,2012,Yes,Yes,Comfortable family sedan
C0379,Jaguar,Alpha 600,Electric,0,298.2,320.2,200,,5,110.42,Germany,Electric,CVT,2007,No,No,Electric car with zero emissions
C0380,Honda (India),Z 200,Hatchback,1400,123.0,132.0,164,19.2,2,20.52,India,Petrol,Automatic,2025,No,Yes,Compact city-friendly hatchback
C0381,Hyundai,X 350,Hatchback,1500,101.9,135.6,190,16.3,2,16.0,India,Diesel,Automatic,2006,No,Yes,Compact city-friendly hatchback
C0382,Hyundai,GT 450,SUV,3000,300.1,302.5,246,14.1,4,89.57,India,Petrol,CVT,2007,Yes,Yes,Spacious SUV for all terrains
C0383,Maruti,S 216,SUV,1500,102.1,146.0,161,13.4,6,31.86,India,Hybrid,Manual,2024,Yes,Yes,Spacious SUV for all terrains
C0384,Volkswagen,E 150,SUV,1500,130.2,137.0,246,15.2,5,76.5,USA,Diesel,Manual,2011,Yes,No,Spacious SUV for all terrains
C0385,Mahindra,X 450,Sedan,1500,124.8,142.1,168,13.9,7,13.6,India,Diesel,CVT,2017,Yes,Yes,Comfortable family sedan
C0386,Tata,Neo 344,Hatchback,1000,91.2,107.8,158,19.2,4,15.54,India,Petrol,Manual,2025,No,Yes,Compact city-friendly hatchback
C0387,MG,S 500,Coupe,1600,125.9,144.5,211,17.0,7,70.65,India,Petrol,Manual,2012,Yes,Yes,Sporty coupe with style
C0388,Mahindra,Z 150,Coupe,0,395.8,352.3,179,,4,105.0,India,Electric,CVT,2013,Yes,Yes,Sporty coupe with style
C0389,Kia,X 150,Convertible,4000,374.4,332.0,205,6.3,5,93.12,India,Hybrid,Automatic,2015,No,Yes,Convertible for open-air drive
C0390,Hyundai,Turbo 250,Electric,0,331.4,345.5,134,,6,17.0,India,Electric,Manual,2023,No,Yes,Electric car with zero emissions
C0391,Audi,Neo 200,Sedan,1500,94.9,149.5,195,13.6,6,28.07,Germany,Petrol,Manual,2009,Yes,No,Comfortable family sedan
C0392,Ford,E 250,Sedan,1500,121.6,159.0,152,14.7,2,22.34,Japan,Petrol,Manual,2019,No,No,Comfortable family sedan
C0393,Mercedes,Turbo 650,Coupe,1600,118.9,142.1,229,12.7,6,178.37,Germany,Diesel,CVT,2019,No,Yes,Sporty coupe with style
C0394,Toyota (India),Turbo 500,Sedan,1500,134.6,143.7,149,19.3,2,16.01,India,Petrol,Manual,2020,Yes,Yes,Comfortable family sedan
C0395,Ford,Alpha 200,SUV,1500,112.6,129.6,231,18.0,4,160.11,Japan,Diesel,Automatic,2025,Yes,Yes,Spacious SUV for all terrains
C0396,Volvo,S 400,Electric,0,87.8,336.5,137,,6,163.42,USA,Electric,Automatic,2025,Yes,No,Electric car with zero emissions
C0397,Audi,E 733,SUV,2000,161.9,196.8,233,16.4,7,52.68,Germany,Petrol,Manual,2016,Yes,Yes,Spacious SUV for all terrains
C0398,Hyundai,Z 350,Sedan,2000,162.3,193.6,189,11.6,6,25.82,India,Petrol,Manual,2023,Yes,Yes,Comfortable family sedan
C0399,Toyota,Alpha 450,Electric,0,215.3,216.3,167,,7,90.14,Sweden,Electric,CVT,2008,No,No,Electric car with zero emissions
C0400,Toyota,Neo 200,MUV,1500,99.4,155.4,151,12.6,4,53.58,Sweden,Hybrid,Manual,2013,Yes,No,Multi-purpose vehicle for family
C0401,Honda (India),S 100,SUV,2000,145.0,200.9,176,13.8,2,76.1,India,Diesel,CVT,2014,Yes,Yes,Spacious SUV for all terrains
C0402,Toyota (India),GT 700,MUV,2500,261.8,281.7,181,11.4,6,75.94,India,Diesel,CVT,2019,No,Yes,Multi-purpose vehicle for family
C0403,Mercedes,GT 650,Hatchback,1400,108.6,131.5,194,12.4,4,24.0,Germany,Petrol,CVT,2022,No,Yes,Compact city-friendly hatchback
C0404,Kia,E 450,Hatchback,1300,118.7,137.6,163,13.5,5,18.95,India,Petrol,CVT,2016,Yes,Yes,Compact city-friendly hatchback
C0405,Jaguar,Alpha 450,Electric,0,118.9,207.5,183,,4,63.1,Germany,Electric,Automatic,2005,No,No,Electric car with zero emissions
C0406,Mercedes,S 300,Electric,0,398.1,400.1,192,,6,100.75,Germany,Electric,Manual,2006,Yes,No,Electric car with zero emissions
C0407,Maruti,Z 100,SUV,0,222.7,227.7,127,,7,36.0,India,Electric,CVT,2012,No,Yes,Spacious SUV for all terrains
C0408,Tata,GT 650,SUV,3000,343.6,395.7,210,9.4,2,72.48,India,Petrol,CVT,2016,No,Yes,Spacious SUV for all terrains
C0409,Nissan,Turbo 650,Sedan,1600,107.2,132.3,168,19.0,6,28.58,USA,Petrol,CVT,2019,No,Yes,Comfortable family sedan
C0410,Nissan,Alpha 400,Hatchback,1000,74.3,99.1,195,20.3,2,18.03,USA,Diesel,Automatic,2005,No,No,Compact city-friendly hatchback
C0411,MG,Neo 250,SUV,1800,132.0,209.9,197,14.4,7,32.45,India,Diesel,Automatic,2014,No,Yes,Spacious SUV for all terrains
C0412,Maruti,X 883,MUV,2500,343.4,370.2,200,8.9,4,79.85,India,Petrol,Automatic,2020,Yes,Yes,Multi-purpose vehicle for family
C0413,BMW,GT 550,SUV,2500,311.8,324.6,232,11.1,2,103.58,Sweden,Hybrid,CVT,2016,Yes,No,Spacious SUV for all terrains
C0414,Hyundai,Z 700,Hatchback,1200,80.7,91.6,163,19.2,7,9.87,India,Petrol,Automatic,2025,Yes,Yes,Compact city-friendly hatchback
C0415,MG,GT 100,MUV,2000,152.6,212.3,178,12.2,7,74.01,India,Diesel,Manual,2023,No,Yes,Multi-purpose vehicle for family
C0416,Kia,Turbo 450,SUV,2200,261.8,385.8,180,8.7,7,44.26,India,Petrol,Manual,2024,Yes,Yes,Spacious SUV for all terrains
C0417,Tata,Alpha 862,Hatchback,1000,84.4,99.3,163,16.4,7,17.12,India,Petrol,CVT,2015,Yes,Yes,Compact city-friendly hatchback
C0418,Mahindra,S 100,Sedan,0,125.6,268.0,136,,2,14.0,India,Electric,Manual,2018,Yes,Yes,Comfortable family sedan
C0419,Volkswagen,Z 550,MUV,1500,91.6,146.4,215,12.5,2,55.7,USA,Petrol,Automatic,2008,Yes,No,Multi-purpose vehicle for family
C0420,Honda (India),S 550,Hatchback,1000,74.4,112.4,157,24.5,7,11.82,India,Petrol,CVT,2012,Yes,Yes,Compact city-friendly hatchback
C0421,Maruti,Neo 600,SUV,2000,130.3,205.2,160,17.8,6,42.79,India,Diesel,CVT,2016,Yes,Yes,Spacious SUV for all terrains
C0422,Mahindra,E 650,Hatchback,1400,111.2,140.6,166,12.9,7,11.18,India,Petrol,Manual,2009,No,Yes,Compact city-friendly hatchback
C0423,Mercedes,Turbo 171,SUV,2000,149.6,183.1,218,14.8,7,122.61,Germany,Petrol,Manual,2018,No,No,Spacious SUV for all terrains
C0424,Volkswagen,S 650,Electric,0,84.1,402.2,133,,2,99.37,USA,Electric,CVT,2008,Yes,Yes,Electric car with zero emissions
C0425,MG,Turbo 350,Hatchback,1300,100.0,153.8,165,13.0,7,18.14,India,Hybrid,Automatic,2023,No,Yes,Compact city-friendly hatchback
C0426,Volkswagen,Neo 600,Convertible,4000,377.9,329.5,258,6.6,2,126.06,USA,Hybrid,Manual,2008,Yes,No,Convertible for open-air drive
C0427,Maruti,Neo 250,Electric,0,297.3,245.8,199,,2,87.0,India,Electric,Manual,2021,No,Yes,Electric car with zero emissions
C0428,Mercedes,Neo 450,Convertible,3000,281.4,365.7,269,11.8,6,161.65,Germany,Petrol,Manual,2019,No,No,Convertible for open-air drive
C0429,Hyundai,Neo 500,Hatchback,1300,134.2,126.6,167,13.1,7,16.65,India,Diesel,Manual,2020,No,Yes,Compact city-friendly hatchback
C0430,MG,E 350,SUV,2200,288.7,288.0,246,10.5,7,58.04,India,Petrol,Manual,2006,Yes,Yes,Spacious SUV for all terrains
C0431,Maruti,S 650,MUV,3000,214.6,282.1,185,10.9,4,39.87,India,Diesel,Manual,2025,No,Yes,Multi-purpose vehicle for family
C0432,Tata,Alpha 812,Electric,0,134.3,361.5,124,,6,66.0,India,Electric,CVT,2023,No,Yes,Electric car with zero emissions
C0433,Volkswagen,E 306,SUV,2200,285.6,278.0,172,13.7,7,57.64,USA,Hybrid,Automatic,2015,Yes,No,Spacious SUV for all terrains
C0434,Volkswagen,Alpha 150,Coupe,1400,132.0,141.4,236,14.1,7,164.47,USA,Hybrid,Manual,2007,Yes,No,Sporty coupe with style
C0435,Porsche,GT 550,SUV,1500,122.6,132.1,198,15.5,7,79.59,Sweden,Petrol,CVT,2019,Yes,No,Spacious SUV for all terrains
C0436,Volkswagen,Z 200,Sedan,1800,136.1,198.3,191,14.9,7,64.64,USA,Hybrid,Manual,2011,No,No,Comfortable family sedan
C0437,Mercedes,X 250,MUV,1500,121.7,153.8,174,18.6,6,85.43,Germany,Petrol,Manual,2012,Yes,Yes,Multi-purpose vehicle for family
C0438,Mercedes,Neo 700,SUV,2200,263.3,383.0,185,9.1,7,51.38,Germany,Diesel,Automatic,2010,Yes,No,Spacious SUV for all terrains
C0439,Maruti,Z 150,Hatchback,0,180.4,289.4,128,,2,8.0,India,Electric,Automatic,2017,Yes,Yes,Compact city-friendly hatchback
C0440,Porsche,E 350,Electric,0,345.3,484.9,187,,4,71.8,Sweden,Electric,Manual,2024,Yes,No,Electric car with zero emissions
C0441,Ford,S 658,MUV,3000,232.7,239.2,167,14.8,6,98.59,Japan,Diesel,Manual,2022,No,No,Multi-purpose vehicle for family
C0442,Nissan,Turbo 300,SUV,2000,172.8,216.2,206,13.8,2,137.08,USA,Petrol,CVT,2006,Yes,Yes,Spacious SUV for all terrains
C0443,Toyota,Z 300,Electric,0,251.2,270.9,176,,5,63.33,Sweden,Electric,Automatic,2014,Yes,No,Electric car with zero emissions
C0444,Honda (India),Turbo 350,Electric,0,220.4,295.2,172,,2,12.0,India,Electric,Automatic,2020,No,Yes,Electric car with zero emissions
C0445,Nissan,X 600,Electric,0,343.8,409.5,184,,7,25.48,USA,Electric,CVT,2015,No,No,Electric car with zero emissions
C0446,MG,Turbo 700,Coupe,1600,90.2,128.0,239,14.5,7,39.62,India,Diesel,Manual,2025,Yes,Yes,Sporty coupe with style
C0447,Audi,Turbo 550,SUV,0,122.7,252.0,195,,2,117.63,Germany,Electric,Manual,2018,No,Yes,Spacious SUV for all terrains
C0448,Toyota (India),Turbo 550,Hatchback,1500,122.4,145.1,198,12.7,4,13.38,India,Petrol,CVT,2006,No,Yes,Compact city-friendly hatchback
C0449,BMW,Neo 400,Hatchback,1200,98.4,93.5,185,20.3,4,25.21,Sweden,Hybrid,Manual,2011,No,Yes,Compact city-friendly hatchback
C0450,Kia,Z 550,SUV,1800,179.7,177.0,246,11.5,2,44.48,India,Petrol,Manual,2014,No,Yes,Spacious SUV for all terrains
C0451,Volvo,Alpha 150,Electric,0,299.0,337.4,121,,6,87.48,USA,Electric,Automatic,2011,No,No,Electric car with zero emissions
C0452,Mahindra,Turbo 479,SUV,1800,148.3,181.3,237,17.5,7,20.68,India,Petrol,CVT,2017,No,Yes,Spacious SUV for all terrains
C0453,Kia,E 643,Electric,0,265.8,278.1,184,,6,71.0,India,Electric,Automatic,2009,Yes,Yes,Electric car with zero emissions
C0454,Nissan,GT 854,Hatchback,1000,99.4,105.0,193,17.8,7,21.04,USA,Petrol,Automatic,2013,No,No,Compact city-friendly hatchback
C0455,Volkswagen,Neo 450,MUV,3000,208.0,246.8,169,9.3,2,88.84,USA,Petrol,Automatic,2020,Yes,No,Multi-purpose vehicle for family
C0456,Volkswagen,GT 400,Hatchback,1200,73.7,92.8,195,17.8,7,23.2,USA,Diesel,CVT,2011,Yes,No,Compact city-friendly hatchback
C0457,Tata,X 571,Sedan,1200,96.6,90.8,183,24.8,2,17.18,India,Petrol,CVT,2015,Yes,Yes,Comfortable family sedan
C0458,Volkswagen,Alpha 156,SUV,2500,298.7,279.3,165,12.6,7,126.92,USA,Hybrid,CVT,2009,Yes,No,Spacious SUV for all terrains
C0459,Tata,S 602,SUV,1500,109.9,127.1,211,12.7,5,42.96,India,Diesel,Automatic,2025,Yes,Yes,Spacious SUV for all terrains
C0460,Nissan,Turbo 700,MUV,2000,141.5,165.8,187,14.1,7,89.5,USA,Hybrid,Automatic,2024,No,Yes,Multi-purpose vehicle for family
C0461,Toyota,Turbo 150,Coupe,3000,213.9,312.4,259,12.7,7,230.22,Sweden,Petrol,Automatic,2025,Yes,Yes,Sporty coupe with style
C0462,Volkswagen,Alpha 360,Sedan,1600,132.1,140.9,158,16.5,7,33.96,USA,Hybrid,Manual,2018,No,Yes,Comfortable family sedan
C0463,Tata,Neo 550,MUV,3000,226.9,252.8,190,8.3,5,68.04,India,Petrol,Automatic,2023,No,Yes,Multi-purpose vehicle for family
C0464,BMW,Neo 650,Sedan,1500,100.6,123.1,178,14.1,2,22.0,Sweden,Hybrid,Automatic,2005,Yes,No,Comfortable family sedan
C0465,Ford,S 100,Electric,2993,245.4,366.4,277,10.5,2,252.3,Japan,Diesel,Automatic,2009,Yes,Yes,Electric car with zero emissions
C0466,Honda (India),Neo 200,Electric,0,287.6,394.9,175,,4,88.0,India,Electric,CVT,2007,No,Yes,Electric car with zero emissions
C0467,Volkswagen,Turbo 400,SUV,1800,164.3,186.7,222,13.8,6,138.93,USA,Petrol,CVT,2006,No,Yes,Spacious SUV for all terrains
C0468,Volkswagen,E 165,MUV,2500,205.6,291.9,205,12.1,4,153.21,USA,Diesel,Automatic,2006,Yes,No,Multi-purpose vehicle for family
C0469,BMW,Neo 250,Electric,0,231.5,348.4,164,,4,134.97,Sweden,Electric,Manual,2014,Yes,No,Electric car with zero emissions
C0470,Porsche,GT 312,Sedan,1600,136.1,154.1,185,17.3,6,40.49,Sweden,Hybrid,Automatic,2025,No,No,Comfortable family sedan
C0471,Mercedes,E 300,Convertible,4000,282.3,339.9,277,9.0,4,260.19,Germany,Petrol,Automatic,2011,Yes,No,Convertible for open-air drive
C0472,Toyota,S 650,Convertible,1400,130.3,133.5,214,16.9,5,93.15,Sweden,Petrol,Automatic,2006,No,No,Convertible for open-air drive
C0473,Hyundai,S 200,Electric,0,226.3,452.5,134,,7,21.0,India,Electric,CVT,2008,Yes,Yes,Electric car with zero emissions
C0474,Mahindra,Z 450,Electric,2196,306.2,357.2,247,13.1,5,27.1,India,Petrol,Automatic,2009,Yes,Yes,Electric car with zero emissions
C0475,Nissan,GT 700,MUV,3000,251.2,310.9,150,9.9,4,144.06,USA,Petrol,CVT,2009,No,No,Multi-purpose vehicle for family
C0476,Nissan,Turbo 268,SUV,2200,342.8,312.9,247,10.5,7,43.75,USA,Petrol,CVT,2007,Yes,Yes,Spacious SUV for all terrains
C0477,Nissan,E 350,Hatchback,1200,97.1,91.7,180,24.8,6,35.0,USA,Diesel,Automatic,2022,No,No,Compact city-friendly hatchback
C0478,Maruti,Z 300,MUV,2000,162.0,186.8,166,17.1,6,70.61,India,Hybrid,CVT,2016,No,Yes,Multi-purpose vehicle for family
C0479,Tata,Alpha 892,Hatchback,1200,85.6,106.2,153,15.9,4,14.4,India,Petrol,Automatic,2005,Yes,Yes,Compact city-friendly hatchback
C0480,Mercedes,Z 700,MUV,1500,126.6,153.7,173,17.0,6,59.19,Germany,Hybrid,Manual,2014,Yes,No,Multi-purpose vehicle for family
C0481,Jaguar,E 200,MUV,2500,242.7,361.3,213,12.7,5,117.47,Germany,Petrol,Manual,2021,Yes,No,Multi-purpose vehicle for family
C0482,Kia,Turbo 550,MUV,0,106.2,218.7,136,,6,45.0,India,Electric,Manual,2007,No,Yes,Multi-purpose vehicle for family
C0483,Jaguar,Neo 821,SUV,2000,155.1,198.2,216,15.5,4,167.88,Germany,Petrol,Manual,2021,Yes,No,Spacious SUV for all terrains
C0484,Porsche,Alpha 100,Electric,0,148.0,342.0,140,,7,127.75,Sweden,Electric,Manual,2018,Yes,Yes,Electric car with zero emissions
C0485,Porsche,Neo 100,Hatchback,1300,105.2,139.4,190,13.1,5,27.56,Sweden,Petrol,Automatic,2011,Yes,No,Compact city-friendly hatchback
C0486,Mahindra,Neo 700,SUV,1500,110.9,142.9,232,15.6,7,67.38,India,Petrol,Automatic,2009,Yes,Yes,Spacious SUV for all terrains
C0487,Volvo,X 745,Convertible,3000,213.4,332.5,279,10.9,6,153.4,USA,Petrol,Manual,2013,Yes,No,Convertible for open-air drive
C0488,Mercedes,GT 100,SUV,2500,212.8,391.9,229,12.0,7,59.36,Germany,Petrol,Automatic,2005,Yes,No,Spacious SUV for all terrains
C0489,BMW,E 400,MUV,3000,212.7,316.0,181,10.8,6,58.81,Sweden,Petrol,Automatic,2010,No,Yes,Multi-purpose vehicle for family
C0490,BMW,X 499,Hatchback,1500,98.4,125.8,156,18.1,2,17.06,Sweden,Hybrid,Manual,2024,No,Yes,Compact city-friendly hatchback
C0491,Mahindra,Turbo 150,Sedan,1600,102.9,157.7,197,13.0,7,20.27,India,Petrol,CVT,2012,No,Yes,Comfortable family sedan
C0492,BMW,Turbo 450,Hatchback,1400,93.3,121.2,180,13.9,2,20.98,Sweden,Petrol,CVT,2012,Yes,Yes,Compact city-friendly hatchback
C0493,Tata,Neo 396,MUV,2000,142.4,219.1,171,14.3,6,61.38,India,Diesel,CVT,2006,Yes,Yes,Multi-purpose vehicle for family
C0494,MG,X 200,Hatchback,1400,103.7,130.0,183,15.0,7,19.24,India,Hybrid,Manual,2021,No,Yes,Compact city-friendly hatchback
C0495,Jaguar,Neo 300,SUV,2200,304.8,369.5,231,15.0,5,106.76,Germany,Petrol,Automatic,2025,No,No,Spacious SUV for all terrains
C0496,Toyota (India),X 600,Convertible,2000,147.6,196.0,202,17.3,7,61.34,India,Petrol,Manual,2020,Yes,Yes,Convertible for open-air drive
C0497,MG,Neo 600,SUV,0,305.1,428.7,188,,2,22.0,India,Electric,CVT,2022,Yes,Yes,Spacious SUV for all terrains
C0498,Mahindra,Neo 326,Sedan,0,344.8,307.4,142,,6,8.0,India,Electric,Manual,2016,Yes,Yes,Comfortable family sedan
C0499,Maruti,Neo 823,MUV,2500,228.7,366.9,220,10.1,5,69.42,India,Diesel,Automatic,2006,No,Yes,Multi-purpose vehicle for family
C0500,Honda (India),S 231,Hatchback,1400,95.5,131.1,172,16.0,7,13.97,India,Hybrid,CVT,2024,Yes,Yes,Compact city-friendly hatchback
